Year,Country,Region,Scenario,CO2_Emissions_mt,Temp_Anomaly_C,Renewable_Energy_%,Extreme_Events,Climate_Policy_Index,GDP_Billion,Population_Million,Sea_Level_mm,Methane_ppb
1977,Colombia,South America,Current (2020-2026),414.65,0.662,15.96,9,10.0,1110.45,193.7,92.34,1281.73
1977,Colombia,South America,BAU,464.55,0.523,7.42,14,10.0,1260.75,181.82,108.99,1336.88
1977,Colombia,South America,Green,284.37,0.272,18.81,7,10.0,1309.1,221.72,67.39,1236.31
1978,Colombia,South America,Historical,387.93,0.576,14.98,7,10.0,1143.14,196.69,95.72,1315.65
1978,Colombia,South America,Current (2020-2026),430.86,0.516,9.06,7,10.0,1179.2,239.65,101.7,1326.26
1978,Colombia,South America,BAU,483.56,0.692,9.96,9,10.0,1223.69,220.92,109.64,1306.44
1978,Colombia,South America,Green,277.83,0.406,21.86,6,10.0,1091.92,215.98,67.23,1226.94
1979,Colombia,South America,Historical,394.81,0.55,11.27,10,10.0,1146.94,248.88,96.43,1290.15
1979,Colombia,South America,Current (2020-2026),440.64,0.55,19.77,5,10.0,1288.33,187.43,116.27,1305.85
1979,Colombia,South America,BAU,494.31,0.701,13.41,10,10.0,1190.87,233.44,116.78,1343.04
1979,Colombia,South America,Green,289.91,0.286,17.3,6,10.0,1093.47,243.65,63.42,1218.3
1980,Colombia,South America,Historical,407.93,0.621,15.89,10,10.0,1268.16,199.83,102.86,1319.23
1980,Colombia,South America,Current (2020-2026),414.38,0.58,9.69,7,10.0,1132.22,187.41,117.4,1333.08
1980,Colombia,South America,BAU,497.85,0.862,14.32,7,10.0,1072.13,177.35,116.57,1308.59
1980,Colombia,South America,Green,282.12,0.214,13.98,6,10.0,1044.45,177.81,78.09,1252.96
1981,Colombia,South America,Historical,392.47,0.707,18.19,11,10.0,1101.08,245.22,95.26,1291.45
1981,Colombia,South America,Current (2020-2026),423.47,0.685,13.3,8,10.0,1153.09,228.62,101.83,1303.0
1981,Colombia,South America,BAU,480.59,0.868,11.0,10,10.0,1051.81,180.01,112.48,1350.57
1981,Colombia,South America,Green,281.91,0.566,15.88,2,10.0,1069.28,189.12,76.34,1266.0
1982,Colombia,South America,Historical,422.51,0.788,9.83,12,10.0,1360.3,186.35,102.97,1324.42
1982,Colombia,South America,Current (2020-2026),418.71,0.716,15.07,5,10.0,1259.6,214.09,108.58,1345.01
1982,Colombia,South America,BAU,505.01,0.899,14.16,13,10.0,1063.98,204.08,129.71,1342.22
1982,Colombia,South America,Green,290.71,0.357,21.39,7,10.0,1339.92,251.4,73.57,1290.6
1983,Colombia,South America,Historical,412.44,0.668,13.05,13,10.0,1072.91,253.67,115.46,1341.15
1983,Colombia,South America,Current (2020-2026),416.26,0.708,14.86,13,10.0,1114.88,187.38,119.26,1318.73
1983,Colombia,South America,BAU,509.48,0.901,13.81,11,10.0,1131.33,214.46,121.06,1378.62
1983,Colombia,South America,Green,273.21,0.274,18.68,6,13.25,1184.17,246.3,83.05,1259.37
1984,Colombia,South America,Historical,401.7,0.677,13.59,15,10.0,1354.22,248.07,108.81,1321.55
1984,Colombia,South America,Current (2020-2026),435.44,0.738,7.25,13,12.33,1352.16,240.4,111.38,1323.36
1984,Colombia,South America,BAU,501.18,0.894,11.8,15,10.0,1330.18,202.7,134.84,1343.3
1984,Colombia,South America,Green,296.36,0.416,18.77,7,10.0,1208.9,256.46,74.97,1262.48
1985,Colombia,South America,Historical,426.38,0.91,20.84,11,10.0,1357.97,215.05,101.26,1330.53
1985,Colombia,South America,Current (2020-2026),439.35,0.737,20.22,10,10.0,1252.02,238.56,113.71,1348.78
1985,Colombia,South America,BAU,524.23,0.934,12.14,9,10.0,1372.82,221.2,134.07,1368.1
1985,Colombia,South America,Green,280.15,0.376,20.01,8,10.0,1354.14,189.64,82.16,1263.25
1986,Colombia,South America,Historical,399.93,0.57,14.92,10,12.55,1310.78,228.35,110.64,1343.8
1986,Colombia,South America,Current (2020-2026),462.92,0.863,16.61,13,10.0,1240.25,238.47,117.21,1324.98
1986,Colombia,South America,BAU,480.8,0.855,17.33,16,10.0,1163.99,194.49,138.32,1386.3
1986,Colombia,South America,Green,293.9,0.405,17.07,6,10.0,1252.47,252.64,76.75,1253.88
1987,Colombia,South America,Historical,432.9,0.88,13.45,12,10.0,1184.09,194.34,121.33,1355.54
1987,Colombia,South America,Current (2020-2026),434.42,0.864,17.03,11,10.0,1135.99,247.46,121.57,1348.75
1987,Colombia,South America,BAU,497.42,0.879,14.24,16,10.0,1214.95,185.47,137.25,1408.88
1987,Colombia,South America,Green,315.35,0.418,19.93,5,16.73,1379.81,217.42,86.36,1277.39
1988,Colombia,South America,Historical,430.75,0.737,16.07,9,10.0,1150.87,181.35,124.0,1361.3
1988,Colombia,South America,Current (2020-2026),445.35,0.915,19.76,10,20.14,1390.56,260.93,125.85,1353.87
1988,Colombia,South America,BAU,502.19,0.832,15.57,15,10.0,1276.76,211.16,145.56,1412.87
1988,Colombia,South America,Green,300.26,0.369,17.6,7,10.62,1415.08,237.83,84.9,1275.28
1989,Colombia,South America,Historical,423.91,0.718,17.27,11,21.63,1425.73,262.3,122.96,1317.41
1989,Colombia,South America,Current (2020-2026),451.62,0.72,15.93,12,10.0,1187.09,208.25,123.72,1330.52
1989,Colombia,South America,BAU,514.52,1.046,16.28,17,10.0,1152.28,237.73,143.08,1382.92
1989,Colombia,South America,Green,301.44,0.463,25.85,6,10.0,1290.13,241.45,100.78,1240.77
1990,Colombia,South America,Historical,406.91,0.815,22.44,8,10.0,1198.01,271.42,126.48,1359.04
1990,Colombia,South America,Current (2020-2026),456.69,0.955,15.41,11,10.05,1389.09,250.42,129.74,1328.19
1990,Colombia,South America,BAU,506.87,1.063,14.46,15,10.0,1402.06,240.94,149.87,1362.34
1990,Colombia,South America,Green,291.66,0.346,21.81,5,10.0,1187.12,208.99,87.72,1263.62
1991,Colombia,South America,Historical,442.53,0.7,15.55,15,10.0,1384.42,187.45,130.71,1354.26
1991,Colombia,South America,Current (2020-2026),449.07,0.84,16.82,13,15.78,1394.87,222.74,132.3,1369.34
1991,Colombia,South America,BAU,491.02,1.001,11.87,18,10.0,1244.84,212.76,156.97,1414.54
1991,Colombia,South America,Green,307.29,0.508,15.72,6,10.0,1236.34,189.91,80.16,1271.62
1992,Colombia,South America,Historical,427.74,1.034,13.27,15,10.0,1083.02,212.23,122.23,1362.29
1992,Colombia,South America,Current (2020-2026),462.61,0.894,17.74,18,10.0,1202.97,207.55,142.11,1339.14
1992,Colombia,South America,BAU,551.91,1.142,18.66,14,11.92,1125.67,214.93,160.39,1410.57
1992,Colombia,South America,Green,323.19,0.616,23.93,8,13.42,1269.9,247.38,94.57,1305.1
1993,Colombia,South America,Historical,425.87,0.834,19.12,11,10.0,1179.89,253.01,122.17,1389.44
1993,Colombia,South America,Current (2020-2026),436.85,0.817,12.42,9,18.89,1306.51,271.02,146.05,1360.02
1993,Colombia,South America,BAU,524.93,0.971,13.17,18,24.76,1303.28,277.24,164.5,1451.23
1993,Colombia,South America,Green,313.47,0.55,21.12,8,17.71,1244.77,263.58,95.17,1265.07
1994,Colombia,South America,Historical,454.27,0.922,19.05,13,10.31,1226.99,257.97,132.73,1369.38
1994,Colombia,South America,Current (2020-2026),458.97,0.841,20.95,11,10.0,1484.8,189.76,149.27,1372.86
1994,Colombia,South America,BAU,518.17,1.181,12.84,20,10.0,1475.09,186.11,165.33,1421.61
1994,Colombia,South America,Green,325.31,0.537,23.45,7,14.97,1071.3,235.91,91.24,1263.82
1995,Colombia,South America,Historical,418.19,0.847,16.34,15,18.8,1244.12,204.42,137.71,1397.88
1995,Colombia,South America,Current (2020-2026),444.28,1.0,20.71,13,10.0,1123.02,278.96,146.01,1386.91
1995,Colombia,South America,BAU,538.52,1.295,15.18,17,10.0,1337.22,233.37,172.78,1415.43
1995,Colombia,South America,Green,304.52,0.364,18.59,14,17.24,1225.23,202.63,88.1,1273.66
1996,Colombia,South America,Historical,449.7,1.086,21.34,14,14.48,1341.6,233.74,132.73,1399.12
1996,Colombia,South America,Current (2020-2026),460.79,1.014,16.35,21,17.6,1067.39,240.28,142.61,1425.16
1996,Colombia,South America,BAU,539.49,1.17,12.04,17,11.38,1077.63,186.78,169.89,1429.93
1996,Colombia,South America,Green,317.12,0.573,22.66,7,10.0,1488.73,247.59,93.12,1270.47
1997,Colombia,South America,Historical,454.24,0.932,14.91,13,20.9,1434.55,205.38,138.62,1381.53
1997,Colombia,South America,Current (2020-2026),479.27,1.039,23.41,17,23.84,1315.7,251.03,150.35,1394.55
1997,Colombia,South America,BAU,507.4,1.098,14.44,19,10.0,1459.84,232.1,178.05,1463.19
1997,Colombia,South America,Green,337.5,0.533,31.62,11,10.0,1198.95,221.01,99.01,1286.75
1998,Colombia,South America,Historical,428.05,1.004,13.22,16,21.44,1173.24,194.98,133.46,1378.0
1998,Colombia,South America,Current (2020-2026),471.28,1.146,13.95,16,16.03,1504.67,239.19,142.61,1404.04
1998,Colombia,South America,BAU,527.28,1.243,14.88,16,17.38,1098.45,214.34,168.53,1476.7
1998,Colombia,South America,Green,312.31,0.624,20.1,7,24.67,1497.38,218.96,105.52,1326.8
1999,Colombia,South America,Historical,475.17,0.867,21.67,15,10.0,1331.79,188.92,150.62,1432.1
1999,Colombia,South America,Current (2020-2026),474.53,1.078,20.84,13,10.0,1074.59,285.24,157.95,1412.11
1999,Colombia,South America,BAU,525.01,1.346,12.68,19,10.39,1159.66,216.15,169.25,1423.37
1999,Colombia,South America,Green,322.85,0.669,25.92,14,20.98,1195.09,246.0,97.49,1327.99
2000,Colombia,South America,Historical,447.91,1.118,22.84,15,20.77,1077.31,206.77,144.96,1451.48
2000,Colombia,South America,Current (2020-2026),464.43,1.386,19.56,17,21.88,1413.56,292.64,154.99,1429.59
2000,Colombia,South America,BAU,524.2,1.224,15.87,18,16.47,1173.06,292.8,175.91,1454.5
2000,Colombia,South America,Green,324.73,0.724,27.27,10,29.43,1173.82,186.86,110.91,1301.4
2001,Colombia,South America,Historical,428.34,0.729,16.93,15,21.86,1217.85,200.69,156.14,1402.7
2001,Colombia,South America,Current (2020-2026),468.7,1.069,27.95,16,12.5,1083.08,236.55,158.74,1402.45
2001,Colombia,South America,BAU,515.06,1.18,16.36,18,12.23,1485.21,195.69,187.5,1470.77
2001,Colombia,South America,Green,318.17,0.651,23.57,12,17.81,1107.07,272.73,111.34,1320.36
2002,Colombia,South America,Historical,461.46,0.986,20.83,17,16.21,1186.42,213.76,154.92,1407.72
2002,Colombia,South America,Current (2020-2026),485.67,1.242,20.17,16,10.82,1202.24,207.08,163.54,1445.05
2002,Colombia,South America,BAU,549.89,1.272,17.47,18,15.91,1462.4,211.77,187.96,1450.67
2002,Colombia,South America,Green,321.78,0.511,27.99,10,23.77,1175.05,265.73,103.49,1327.38
2003,Colombia,South America,Historical,445.78,1.14,25.85,15,18.92,1540.28,244.54,158.41,1462.47
2003,Colombia,South America,Current (2020-2026),475.22,1.021,19.9,20,11.3,1104.71,189.79,164.52,1441.31
2003,Colombia,South America,BAU,544.52,1.421,21.45,17,14.25,1199.97,267.37,180.13,1473.91
2003,Colombia,South America,Green,305.95,0.828,32.17,13,26.34,1099.4,234.29,109.76,1307.65
2004,Colombia,South America,Historical,462.09,1.243,25.44,14,28.39,1509.1,272.48,164.37,1421.04
2004,Colombia,South America,Current (2020-2026),494.56,1.218,23.07,18,21.48,1320.16,207.07,164.01,1409.42
2004,Colombia,South America,BAU,576.85,1.376,11.14,17,17.18,1585.41,208.48,194.45,1477.65
2004,Colombia,South America,Green,340.49,0.75,29.94,12,20.23,1316.84,225.19,112.31,1328.82
2005,Colombia,South America,Historical,453.68,1.122,23.79,16,23.03,1564.07,275.23,163.29,1413.55
2005,Colombia,South America,Current (2020-2026),514.08,1.125,23.91,16,21.91,1454.99,188.5,171.51,1428.67
2005,Colombia,South America,BAU,557.65,1.397,16.55,21,14.85,1205.49,268.72,190.14,1500.83
2005,Colombia,South America,Green,339.88,0.89,28.02,10,33.98,1209.0,245.89,117.04,1323.05
2006,Colombia,South America,Historical,467.28,1.132,24.09,20,31.17,1217.14,252.11,157.68,1456.62
2006,Colombia,South America,Current (2020-2026),476.96,1.3,21.55,19,21.34,1365.47,184.8,180.25,1416.0
2006,Colombia,South America,BAU,548.48,1.299,24.07,22,14.28,1471.92,274.67,197.55,1498.78
2006,Colombia,South America,Green,354.76,0.728,29.62,8,31.25,1261.59,300.35,109.25,1338.63
2007,Colombia,South America,Historical,466.79,1.043,22.03,18,16.5,1370.67,307.07,161.69,1430.34
2007,Colombia,South America,Current (2020-2026),492.88,1.241,24.96,17,31.81,1438.16,229.87,176.01,1415.3
2007,Colombia,South America,BAU,551.6,1.167,20.81,21,14.95,1086.46,304.71,197.84,1526.02
2007,Colombia,South America,Green,314.97,0.579,32.47,10,33.25,1135.78,218.57,112.4,1323.62
2008,Colombia,South America,Historical,459.48,1.389,24.42,17,38.61,1398.4,217.29,177.74,1455.72
2008,Colombia,South America,Current (2020-2026),470.07,1.353,22.43,17,26.06,1193.31,199.02,171.46,1471.97
2008,Colombia,South America,BAU,558.43,1.417,18.12,19,24.68,1324.34,233.99,206.54,1470.88
2008,Colombia,South America,Green,345.29,0.508,33.03,14,31.05,1457.67,286.96,109.19,1360.41
2009,Colombia,South America,Historical,477.7,1.132,22.69,14,27.72,1396.09,201.73,180.54,1470.13
2009,Colombia,South America,Current (2020-2026),479.71,0.996,22.93,17,21.57,1375.8,201.25,176.59,1436.84
2009,Colombia,South America,BAU,583.92,1.335,16.87,21,17.93,1234.5,204.31,198.69,1514.88
2009,Colombia,South America,Green,311.39,0.779,35.46,14,34.15,1151.81,264.25,113.01,1340.35
2010,Colombia,South America,Historical,497.41,1.16,31.75,15,27.62,1539.5,292.27,179.24,1475.77
2010,Colombia,South America,Current (2020-2026),502.34,1.409,29.99,20,22.08,1256.26,283.94,184.48,1484.09
2010,Colombia,South America,BAU,580.1,1.417,20.29,18,12.68,1161.31,304.94,201.3,1513.52
2010,Colombia,South America,Green,356.62,0.719,31.28,10,36.06,1115.31,256.25,122.66,1339.95
2011,Colombia,South America,Historical,468.29,1.172,26.45,16,20.5,1127.7,240.31,176.83,1503.84
2011,Colombia,South America,Current (2020-2026),496.12,1.367,21.41,16,20.58,1596.61,229.31,190.66,1478.91
2011,Colombia,South America,BAU,574.63,1.573,21.62,21,18.63,1527.59,183.57,212.7,1513.95
2011,Colombia,South America,Green,317.17,0.825,32.33,15,46.4,1130.67,200.16,129.05,1373.26
2012,Colombia,South America,Historical,469.28,1.153,26.45,21,36.33,1602.94,310.92,175.09,1464.12
2012,Colombia,South America,Current (2020-2026),523.07,1.401,23.23,18,28.75,1364.85,199.61,192.24,1471.0
2012,Colombia,South America,BAU,581.2,1.706,16.01,20,13.39,1393.48,194.24,215.12,1527.66
2012,Colombia,South America,Green,355.81,0.848,36.63,15,36.91,1112.04,211.98,124.53,1336.72
2013,Colombia,South America,Historical,486.5,1.198,21.64,17,23.35,1275.91,230.22,182.65,1462.51
2013,Colombia,South America,Current (2020-2026),508.01,1.178,22.74,19,18.88,1162.96,184.2,198.29,1460.03
2013,Colombia,South America,BAU,569.68,1.731,24.34,23,21.51,1100.18,187.48,222.45,1531.6
2013,Colombia,South America,Green,347.25,0.799,28.55,11,40.9,1431.76,304.97,124.38,1365.0
2014,Colombia,South America,Historical,515.43,1.247,26.45,15,28.16,1310.37,227.88,180.51,1466.54
2014,Colombia,South America,Current (2020-2026),510.58,1.271,25.43,18,28.89,1441.12,264.47,195.16,1492.34
2014,Colombia,South America,BAU,584.78,1.627,21.97,19,24.74,1624.23,308.22,225.72,1539.77
2014,Colombia,South America,Green,335.94,0.75,33.87,10,37.03,1515.69,302.88,130.92,1389.68
2015,Colombia,South America,Historical,486.8,1.315,29.76,18,33.95,1246.5,305.59,178.46,1473.38
2015,Colombia,South America,Current (2020-2026),514.53,1.523,26.14,18,28.98,1455.24,292.72,205.2,1476.37
2015,Colombia,South America,BAU,578.08,1.449,23.91,22,18.95,1583.75,278.85,222.57,1535.93
2015,Colombia,South America,Green,349.69,0.981,32.05,16,38.25,1623.29,229.88,129.9,1393.25
2016,Colombia,South America,Historical,492.94,1.433,29.12,18,30.61,1269.31,183.25,183.19,1487.49
2016,Colombia,South America,Current (2020-2026),502.48,1.613,19.63,21,32.41,1259.45,307.99,190.8,1480.18
2016,Colombia,South America,BAU,598.01,1.431,22.98,22,20.42,1364.78,222.65,226.5,1600.56
2016,Colombia,South America,Green,376.51,0.883,29.11,12,36.66,1401.17,186.82,130.73,1343.88
2017,Colombia,South America,Historical,474.56,1.286,27.84,21,39.25,1249.66,323.8,193.36,1484.17
2017,Colombia,South America,Current (2020-2026),512.3,1.265,26.29,19,25.78,1247.37,290.49,206.54,1520.38
2017,Colombia,South America,BAU,599.46,1.436,20.97,19,23.6,1652.06,202.4,235.9,1562.08
2017,Colombia,South America,Green,343.86,0.813,34.61,11,37.14,1673.79,274.72,132.72,1374.34
2018,Colombia,South America,Historical,519.38,1.282,27.25,15,29.06,1719.43,189.04,193.46,1510.69
2018,Colombia,South America,Current (2020-2026),505.97,1.503,21.2,20,29.08,1322.8,185.52,206.09,1506.54
2018,Colombia,South America,BAU,593.41,1.456,23.13,22,20.37,1173.42,235.38,236.66,1570.17
2018,Colombia,South America,Green,336.27,0.997,34.71,12,38.21,1578.54,252.99,127.61,1368.35
2019,Colombia,South America,Historical,476.06,1.46,28.21,21,27.54,1722.91,318.8,205.23,1492.57
2019,Colombia,South America,Current (2020-2026),495.34,1.416,24.31,17,22.83,1598.91,317.83,198.97,1518.59
2019,Colombia,South America,BAU,594.44,1.565,23.62,19,27.86,1114.34,197.73,240.14,1550.8
2019,Colombia,South America,Green,357.46,0.871,34.8,15,52.73,1356.43,296.97,132.88,1388.59
2020,Colombia,South America,Historical,494.09,1.385,33.77,19,32.38,1366.86,204.57,183.75,1517.91
2020,Colombia,South America,Current (2020-2026),521.93,1.619,25.36,19,35.99,1598.04,220.79,215.82,1544.45
2020,Colombia,South America,BAU,600.12,1.574,21.76,20,28.46,1553.71,181.65,238.05,1570.73
2020,Colombia,South America,Green,324.1,1.081,36.18,14,33.57,1736.32,275.46,144.16,1324.29
2021,Colombia,South America,Historical,490.6,1.415,29.39,20,38.18,1713.98,219.61,203.13,1467.97
2021,Colombia,South America,Current (2020-2026),532.69,1.806,31.93,21,37.79,1353.99,334.08,204.57,1558.61
2021,Colombia,South America,BAU,583.39,1.879,20.87,23,31.52,1529.91,321.76,241.92,1591.5
2021,Colombia,South America,Green,369.32,0.937,39.4,13,52.57,1303.91,208.02,146.16,1394.92
2022,Colombia,South America,Historical,507.32,1.466,33.62,20,37.81,1347.12,208.19,211.87,1523.55
2022,Colombia,South America,Current (2020-2026),526.02,1.459,23.74,22,27.96,1488.43,211.38,219.64,1531.32
2022,Colombia,South America,BAU,606.4,1.906,21.29,27,33.0,1392.18,304.01,248.42,1605.29
2022,Colombia,South America,Green,350.18,0.899,34.17,14,52.93,1751.61,242.69,132.39,1396.05
2023,Colombia,South America,Historical,517.94,1.329,31.83,18,36.0,1157.3,186.34,214.38,1541.82
2023,Colombia,South America,Current (2020-2026),519.86,1.587,22.11,23,33.81,1646.94,297.3,216.81,1540.03
2023,Colombia,South America,BAU,599.58,1.924,21.53,25,29.9,1311.83,289.27,249.6,1609.51
2023,Colombia,South America,Green,346.82,0.9,37.91,14,41.93,1542.65,287.85,144.52,1409.19
2024,Colombia,South America,Historical,489.97,1.44,29.56,18,42.65,1447.86,260.86,206.49,1517.46
2024,Colombia,South America,Current (2020-2026),550.0,1.596,22.72,24,35.18,1485.24,182.12,220.45,1500.34
2024,Colombia,South America,BAU,618.16,1.888,26.39,26,30.64,1481.25,337.07,244.66,1603.95
2024,Colombia,South America,Green,352.61,1.02,36.89,12,51.45,1367.57,288.89,152.02,1408.29
2025,Colombia,South America,Historical,516.06,1.329,29.8,21,50.48,1752.8,220.2,217.21,1506.44
2025,Colombia,South America,Current (2020-2026),518.53,1.649,25.64,22,44.34,1401.02,221.26,229.0,1527.43
2025,Colombia,South America,BAU,603.66,1.843,27.63,26,30.91,1188.44,187.98,250.82,1652.1
2025,Colombia,South America,Green,351.46,0.982,40.17,16,45.65,1764.04,211.79,147.8,1376.05
2026,Colombia,South America,Historical,528.27,1.464,33.56,22,34.37,1276.91,342.62,215.93,1518.49
2026,Colombia,South America,Current (2020-2026),526.17,1.705,26.11,23,45.4,1596.93,289.17,232.29,1584.15
2026,Colombia,South America,BAU,604.33,1.882,21.6,28,32.26,1286.91,278.95,253.45,1594.4
2026,Colombia,South America,Green,369.65,1.026,38.14,14,57.75,1374.2,272.3,157.92,1394.46
2027,Colombia,South America,Historical,504.37,1.465,26.36,26,35.77,1757.49,313.17,210.01,1529.77
2027,Colombia,South America,Current (2020-2026),538.8,1.489,33.85,23,41.88,1221.64,248.03,226.91,1577.84
2027,Colombia,South America,BAU,614.3,2.024,26.99,24,30.76,1363.37,314.28,253.0,1595.44
2027,Colombia,South America,Green,378.13,1.068,38.47,11,53.37,1763.26,292.43,156.13,1406.02
2028,Colombia,South America,Historical,523.91,1.534,26.83,20,39.56,1577.0,232.22,217.79,1515.76
2028,Colombia,South America,Current (2020-2026),554.11,1.379,30.81,22,43.38,1727.0,271.22,227.16,1596.7
2028,Colombia,South America,BAU,607.26,2.007,22.34,26,28.94,1145.32,347.99,262.97,1654.92
2028,Colombia,South America,Green,390.95,1.05,37.73,16,53.5,1780.17,235.99,150.33,1390.76
2029,Colombia,South America,Historical,507.79,1.533,28.12,25,42.58,1781.71,204.71,226.65,1560.17
2029,Colombia,South America,Current (2020-2026),521.61,1.771,28.54,24,38.82,1797.98,343.06,241.06,1542.69
2029,Colombia,South America,BAU,612.33,2.018,28.07,27,31.05,1149.84,348.45,271.1,1599.43
2029,Colombia,South America,Green,354.26,1.011,41.79,10,58.5,1218.04,296.38,154.23,1412.2
2030,Colombia,South America,Historical,485.62,1.695,31.33,23,48.13,1447.79,345.8,223.91,1572.54
2030,Colombia,South America,Current (2020-2026),534.05,1.606,31.31,24,45.26,1261.06,211.36,236.19,1550.46
2030,Colombia,South America,BAU,643.63,1.878,24.7,25,33.1,1530.69,285.55,271.45,1613.8
2030,Colombia,South America,Green,350.15,1.188,39.01,14,52.63,1399.91,315.19,147.01,1398.05
2031,Colombia,South America,Historical,494.52,1.64,32.66,20,51.48,1296.7,271.3,229.78,1529.21
2031,Colombia,South America,Current (2020-2026),542.91,1.653,34.84,24,41.69,1483.03,318.83,241.05,1608.82
2031,Colombia,South America,BAU,631.02,2.056,27.22,27,36.93,1473.98,192.82,265.08,1655.27
2031,Colombia,South America,Green,400.07,1.031,43.76,16,52.44,1834.49,259.8,158.78,1415.83
2032,Colombia,South America,Historical,512.01,1.624,28.45,27,41.79,1648.25,351.16,227.66,1565.07
2032,Colombia,South America,Current (2020-2026),571.98,1.526,34.1,21,42.84,1494.98,339.41,246.5,1613.55
2032,Colombia,South America,BAU,634.07,1.925,22.15,26,37.79,1868.79,191.3,276.73,1635.01
2032,Colombia,South America,Green,343.76,1.148,39.22,18,56.85,1684.63,277.11,160.91,1448.88
2033,Colombia,South America,Historical,515.94,1.525,33.21,21,45.39,1190.09,311.33,233.22,1528.36
2033,Colombia,South America,Current (2020-2026),530.0,1.688,30.7,24,44.68,1379.08,253.7,251.27,1588.64
2033,Colombia,South America,BAU,628.73,2.001,22.02,30,34.59,1763.21,312.01,278.44,1657.53
2033,Colombia,South America,Green,376.33,0.999,44.87,18,64.72,1516.65,300.19,163.75,1450.09
2034,Colombia,South America,Historical,547.85,1.841,32.66,25,53.91,1321.49,191.64,235.31,1553.03
2034,Colombia,South America,Current (2020-2026),559.02,1.674,33.88,23,42.34,1611.59,192.21,250.65,1600.96
2034,Colombia,South America,BAU,653.27,2.057,34.49,28,46.92,1380.15,316.15,278.56,1656.92
2034,Colombia,South America,Green,340.07,1.112,37.3,14,69.8,1804.73,253.93,156.28,1436.2
2035,Colombia,South America,Historical,514.85,1.744,38.84,21,48.29,1369.46,218.33,249.78,1578.11
2035,Colombia,South America,Current (2020-2026),563.46,1.662,26.25,24,54.26,1498.01,354.3,247.77,1597.05
2035,Colombia,South America,BAU,641.07,2.051,28.53,28,43.1,1461.75,265.68,287.57,1673.45
2035,Colombia,South America,Green,373.52,1.085,48.24,16,65.9,1195.01,326.01,162.02,1442.34
2036,Colombia,South America,Historical,546.49,1.642,33.97,23,42.21,1751.17,300.78,233.14,1584.83
2036,Colombia,South America,Current (2020-2026),558.78,1.793,31.49,23,41.12,1426.69,228.1,252.46,1577.43
2036,Colombia,South America,BAU,626.51,2.097,21.87,27,41.5,1604.42,318.27,284.85,1697.09
2036,Colombia,South America,Green,363.45,1.455,39.38,15,65.85,1682.43,352.76,165.76,1444.27
2037,Colombia,South America,Historical,522.42,1.854,31.16,28,45.67,1206.81,335.85,246.73,1581.07
2037,Colombia,South America,Current (2020-2026),556.05,1.986,33.45,22,45.34,1211.11,303.31,248.2,1651.74
2037,Colombia,South America,BAU,657.64,2.126,32.88,28,40.61,1779.46,299.95,291.38,1701.52
2037,Colombia,South America,Green,368.78,1.23,44.11,14,70.25,1892.78,363.26,181.31,1444.74
2038,Colombia,South America,Historical,548.52,1.9,32.67,22,46.51,1781.99,329.19,245.6,1567.28
2038,Colombia,South America,Current (2020-2026),554.43,1.981,32.95,24,43.67,1651.98,228.16,257.2,1592.5
2038,Colombia,South America,BAU,664.48,2.09,30.09,30,52.31,1174.66,281.94,301.51,1739.7
2038,Colombia,South America,Green,366.98,1.293,40.6,12,61.46,1760.29,257.21,176.45,1448.37
2039,Colombia,South America,Historical,526.45,1.842,30.73,24,58.04,1561.96,360.04,247.73,1569.04
2039,Colombia,South America,Current (2020-2026),559.32,1.908,36.17,22,58.11,1484.47,215.79,252.45,1640.04
2039,Colombia,South America,BAU,637.65,2.065,30.84,28,42.09,1741.01,354.28,299.92,1682.32
2039,Colombia,South America,Green,383.25,1.147,44.19,17,59.43,1912.17,272.77,176.56,1442.3
2040,Colombia,South America,Historical,531.35,1.832,39.24,24,60.38,1494.55,212.78,249.45,1580.05
2040,Colombia,South America,Current (2020-2026),552.0,1.873,32.57,28,58.46,1793.4,229.26,270.1,1601.73
2040,Colombia,South America,BAU,627.76,2.029,27.86,25,48.94,1939.58,275.53,288.83,1713.84
2040,Colombia,South America,Green,402.9,1.313,46.68,16,71.14,1746.46,355.27,172.61,1474.16
1940,Peru,South America,Historical,454.33,-0.239,2.0,1,10.0,792.78,6.46,6.0,1068.78
1940,Peru,South America,Current (2020-2026),486.14,-0.169,2.0,1,10.0,792.78,6.46,-0.56,1086.07
1940,Peru,South America,BAU,581.67,-0.269,2.0,1,10.0,792.78,6.46,-2.52,1078.28
1940,Peru,South America,Green,307.48,-0.037,6.15,1,10.0,792.78,6.46,11.96,1079.72
1941,Peru,South America,Historical,443.69,-0.188,2.0,1,10.0,800.99,8.01,-4.62,1086.67
1941,Peru,South America,Current (2020-2026),471.4,-0.177,2.0,3,10.0,795.77,7.74,6.25,1111.68
1941,Peru,South America,BAU,540.65,-0.116,2.0,1,10.0,801.74,7.89,5.69,1095.22
1941,Peru,South America,Green,284.81,-0.196,2.0,3,10.0,799.08,7.84,6.74,1117.75
1942,Peru,South America,Historical,463.08,-0.077,3.26,1,10.0,799.76,9.87,12.79,1085.87
1942,Peru,South America,Current (2020-2026),480.78,-0.12,2.0,1,10.0,798.02,7.51,5.56,1120.17
1942,Peru,South America,BAU,597.93,-0.1,2.74,2,10.0,808.12,8.38,-0.95,1095.48
1942,Peru,South America,Green,321.45,-0.164,5.54,1,10.0,802.51,8.53,1.54,1106.58
